"BatchId","ReviewRowId","BacklogId","SourceId","Priority","HistoricalStatus","Category","System","Files","OriginalEvidence","Risk","RecommendedFix","Decision","SourceEvidence","Action","Verification","ReviewedBatchId","ReviewedAt","Notes"
"POST-BATCH-G","PBG-041","RB-00041","P10-F00041","P1","Ready","Project include drift","Items:Gifts","","ActiveSourceMissingInclude; count=3; evidence=phase-02-unincluded-source-classified.csv","Build","Review active status and either add Compile Include entries or document intentional non-compiled status.","FixedProjectTruthDrift","ScriptsProjectTruth after POST-BATCH-G: project-truth-register.csv has 6581 Scripts.csproj compile includes, 6581 script source files, 0 missing compile targets, 0 unincluded source files, and 0 project cleanup backlog groups.","Reconciled the historical project include drift row to the already completed ScriptsProjectTruth and IDEProjectHygiene repairs; no source, project, runtime, namespace, serialization, XML, config, or file-location change was made in POST-BATCH-G.","Passed: New-ProjectTruthRegister.ps1 regenerated Phase 2 project truth; missing-compile-targets.csv, unincluded-source-files.csv, project-cleanup-backlog.csv, and phase-scoped equivalents are zero rows.","POST-BATCH-G-01A","2026-06-13T20:17:10.5956233-05:00","This is IDE/project-hygiene reconciliation, not live runtime script compile proof. Direct Scripts.csproj Debug/AnyCPU keeps the known standalone Server.csproj platform limitation; maintained ConficturaUO.sln Debug/Any CPU previously passed with warnings after IDEProjectHygiene repair."
"POST-BATCH-G","PBG-042","RB-00042","P10-F00042","P1","Ready","Project include drift","Custom:Vhaerun's CRL Homestead System [2.0]","","ActiveSourceMissingInclude; count=2; evidence=phase-02-unincluded-source-classified.csv","Build","Review active status and either add Compile Include entries or document intentional non-compiled status.","FixedProjectTruthDrift","ScriptsProjectTruth after POST-BATCH-G: project-truth-register.csv has 6581 Scripts.csproj compile includes, 6581 script source files, 0 missing compile targets, 0 unincluded source files, and 0 project cleanup backlog groups.","Reconciled the historical project include drift row to the already completed ScriptsProjectTruth and IDEProjectHygiene repairs; no source, project, runtime, namespace, serialization, XML, config, or file-location change was made in POST-BATCH-G.","Passed: New-ProjectTruthRegister.ps1 regenerated Phase 2 project truth; missing-compile-targets.csv, unincluded-source-files.csv, project-cleanup-backlog.csv, and phase-scoped equivalents are zero rows.","POST-BATCH-G-01A","2026-06-13T20:17:10.5956233-05:00","This is IDE/project-hygiene reconciliation, not live runtime script compile proof. Direct Scripts.csproj Debug/AnyCPU keeps the known standalone Server.csproj platform limitation; maintained ConficturaUO.sln Debug/Any CPU previously passed with warnings after IDEProjectHygiene repair."
"POST-BATCH-G","PBG-043","RB-00043","P10-F00043","P1","Ready","Project include drift","Quests:Epic","","ActiveSourceMissingInclude; count=1; evidence=phase-02-unincluded-source-classified.csv","Build","Review active status and either add Compile Include entries or document intentional non-compiled status.","FixedProjectTruthDrift","ScriptsProjectTruth after POST-BATCH-G: project-truth-register.csv has 6581 Scripts.csproj compile includes, 6581 script source files, 0 missing compile targets, 0 unincluded source files, and 0 project cleanup backlog groups.","Reconciled the historical project include drift row to the already completed ScriptsProjectTruth and IDEProjectHygiene repairs; no source, project, runtime, namespace, serialization, XML, config, or file-location change was made in POST-BATCH-G.","Passed: New-ProjectTruthRegister.ps1 regenerated Phase 2 project truth; missing-compile-targets.csv, unincluded-source-files.csv, project-cleanup-backlog.csv, and phase-scoped equivalents are zero rows.","POST-BATCH-G-01A","2026-06-13T20:17:10.5956233-05:00","This is IDE/project-hygiene reconciliation, not live runtime script compile proof. Direct Scripts.csproj Debug/AnyCPU keeps the known standalone Server.csproj platform limitation; maintained ConficturaUO.sln Debug/Any CPU previously passed with warnings after IDEProjectHygiene repair."
"POST-BATCH-G","PBG-044","RB-00044","P10-F00044","P1","Ready","Project include drift","Quests:Museum","","ActiveSourceMissingInclude; count=1; evidence=phase-02-unincluded-source-classified.csv","Build","Review active status and either add Compile Include entries or document intentional non-compiled status.","FixedProjectTruthDrift","ScriptsProjectTruth after POST-BATCH-G: project-truth-register.csv has 6581 Scripts.csproj compile includes, 6581 script source files, 0 missing compile targets, 0 unincluded source files, and 0 project cleanup backlog groups.","Reconciled the historical project include drift row to the already completed ScriptsProjectTruth and IDEProjectHygiene repairs; no source, project, runtime, namespace, serialization, XML, config, or file-location change was made in POST-BATCH-G.","Passed: New-ProjectTruthRegister.ps1 regenerated Phase 2 project truth; missing-compile-targets.csv, unincluded-source-files.csv, project-cleanup-backlog.csv, and phase-scoped equivalents are zero rows.","POST-BATCH-G-01A","2026-06-13T20:17:10.5956233-05:00","This is IDE/project-hygiene reconciliation, not live runtime script compile proof. Direct Scripts.csproj Debug/AnyCPU keeps the known standalone Server.csproj platform limitation; maintained ConficturaUO.sln Debug/Any CPU previously passed with warnings after IDEProjectHygiene repair."
"POST-BATCH-G","PBG-045","RB-00045","P10-F00045","P2","Open","Project include drift","Custom:AIOverhaul","","ActiveSourceMissingInclude; count=1; evidence=phase-02-unincluded-source-classified.csv","Build","Review active status and either add Compile Include entries or document intentional non-compiled status.","FixedProjectTruthDrift","ScriptsProjectTruth after POST-BATCH-G: project-truth-register.csv has 6581 Scripts.csproj compile includes, 6581 script source files, 0 missing compile targets, 0 unincluded source files, and 0 project cleanup backlog groups.","Reconciled the historical project include drift row to the already completed ScriptsProjectTruth and IDEProjectHygiene repairs; no source, project, runtime, namespace, serialization, XML, config, or file-location change was made in POST-BATCH-G.","Passed: New-ProjectTruthRegister.ps1 regenerated Phase 2 project truth; missing-compile-targets.csv, unincluded-source-files.csv, project-cleanup-backlog.csv, and phase-scoped equivalents are zero rows.","POST-BATCH-G-01A","2026-06-13T20:17:10.5956233-05:00","This is IDE/project-hygiene reconciliation, not live runtime script compile proof. Direct Scripts.csproj Debug/AnyCPU keeps the known standalone Server.csproj platform limitation; maintained ConficturaUO.sln Debug/Any CPU previously passed with warnings after IDEProjectHygiene repair."
"POST-BATCH-G","PBG-046","RB-00046","P10-F00046","P1","Ready","Project include drift","Trades:Apiculture","","ActiveSourceMissingInclude; count=1; evidence=phase-02-unincluded-source-classified.csv","Build","Review active status and either add Compile Include entries or document intentional non-compiled status.","FixedProjectTruthDrift","ScriptsProjectTruth after POST-BATCH-G: project-truth-register.csv has 6581 Scripts.csproj compile includes, 6581 script source files, 0 missing compile targets, 0 unincluded source files, and 0 project cleanup backlog groups.","Reconciled the historical project include drift row to the already completed ScriptsProjectTruth and IDEProjectHygiene repairs; no source, project, runtime, namespace, serialization, XML, config, or file-location change was made in POST-BATCH-G.","Passed: New-ProjectTruthRegister.ps1 regenerated Phase 2 project truth; missing-compile-targets.csv, unincluded-source-files.csv, project-cleanup-backlog.csv, and phase-scoped equivalents are zero rows.","POST-BATCH-G-01A","2026-06-13T20:17:10.5956233-05:00","This is IDE/project-hygiene reconciliation, not live runtime script compile proof. Direct Scripts.csproj Debug/AnyCPU keeps the known standalone Server.csproj platform limitation; maintained ConficturaUO.sln Debug/Any CPU previously passed with warnings after IDEProjectHygiene repair."
"POST-BATCH-G","PBG-047","RB-00047","P10-F00047","P1","Ready","Project include drift","Magic:Syth","","ActiveSourceMissingInclude; count=1; evidence=phase-02-unincluded-source-classified.csv","Build","Review active status and either add Compile Include entries or document intentional non-compiled status.","FixedProjectTruthDrift","ScriptsProjectTruth after POST-BATCH-G: project-truth-register.csv has 6581 Scripts.csproj compile includes, 6581 script source files, 0 missing compile targets, 0 unincluded source files, and 0 project cleanup backlog groups.","Reconciled the historical project include drift row to the already completed ScriptsProjectTruth and IDEProjectHygiene repairs; no source, project, runtime, namespace, serialization, XML, config, or file-location change was made in POST-BATCH-G.","Passed: New-ProjectTruthRegister.ps1 regenerated Phase 2 project truth; missing-compile-targets.csv, unincluded-source-files.csv, project-cleanup-backlog.csv, and phase-scoped equivalents are zero rows.","POST-BATCH-G-01A","2026-06-13T20:17:10.5956233-05:00","This is IDE/project-hygiene reconciliation, not live runtime script compile proof. Direct Scripts.csproj Debug/AnyCPU keeps the known standalone Server.csproj platform limitation; maintained ConficturaUO.sln Debug/Any CPU previously passed with warnings after IDEProjectHygiene repair."
"POST-BATCH-G","PBG-048","RB-00048","P10-F00048","P1","Ready","Project include drift","System:Skills","","ActiveSourceMissingInclude; count=1; evidence=phase-02-unincluded-source-classified.csv","Build","Review active status and either add Compile Include entries or document intentional non-compiled status.","FixedProjectTruthDrift","ScriptsProjectTruth after POST-BATCH-G: project-truth-register.csv has 6581 Scripts.csproj compile includes, 6581 script source files, 0 missing compile targets, 0 unincluded source files, and 0 project cleanup backlog groups.","Reconciled the historical project include drift row to the already completed ScriptsProjectTruth and IDEProjectHygiene repairs; no source, project, runtime, namespace, serialization, XML, config, or file-location change was made in POST-BATCH-G.","Passed: New-ProjectTruthRegister.ps1 regenerated Phase 2 project truth; missing-compile-targets.csv, unincluded-source-files.csv, project-cleanup-backlog.csv, and phase-scoped equivalents are zero rows.","POST-BATCH-G-01A","2026-06-13T20:17:10.5956233-05:00","This is IDE/project-hygiene reconciliation, not live runtime script compile proof. Direct Scripts.csproj Debug/AnyCPU keeps the known standalone Server.csproj platform limitation; maintained ConficturaUO.sln Debug/Any CPU previously passed with warnings after IDEProjectHygiene repair."
"POST-BATCH-G","PBG-049","RB-00049","P10-F00049","P1","Ready","Project include drift","Magic:Research","","ActiveSourceMissingInclude; count=1; evidence=phase-02-unincluded-source-classified.csv","Build","Review active status and either add Compile Include entries or document intentional non-compiled status.","FixedProjectTruthDrift","ScriptsProjectTruth after POST-BATCH-G: project-truth-register.csv has 6581 Scripts.csproj compile includes, 6581 script source files, 0 missing compile targets, 0 unincluded source files, and 0 project cleanup backlog groups.","Reconciled the historical project include drift row to the already completed ScriptsProjectTruth and IDEProjectHygiene repairs; no source, project, runtime, namespace, serialization, XML, config, or file-location change was made in POST-BATCH-G.","Passed: New-ProjectTruthRegister.ps1 regenerated Phase 2 project truth; missing-compile-targets.csv, unincluded-source-files.csv, project-cleanup-backlog.csv, and phase-scoped equivalents are zero rows.","POST-BATCH-G-01A","2026-06-13T20:17:10.5956233-05:00","This is IDE/project-hygiene reconciliation, not live runtime script compile proof. Direct Scripts.csproj Debug/AnyCPU keeps the known standalone Server.csproj platform limitation; maintained ConficturaUO.sln Debug/Any CPU previously passed with warnings after IDEProjectHygiene repair."
"POST-BATCH-G","PBG-050","RB-00050","P10-F00050","P1","Ready","Project include drift","Magic:Death Knight","","ActiveSourceMissingInclude; count=1; evidence=phase-02-unincluded-source-classified.csv","Build","Review active status and either add Compile Include entries or document intentional non-compiled status.","FixedProjectTruthDrift","ScriptsProjectTruth after POST-BATCH-G: project-truth-register.csv has 6581 Scripts.csproj compile includes, 6581 script source files, 0 missing compile targets, 0 unincluded source files, and 0 project cleanup backlog groups.","Reconciled the historical project include drift row to the already completed ScriptsProjectTruth and IDEProjectHygiene repairs; no source, project, runtime, namespace, serialization, XML, config, or file-location change was made in POST-BATCH-G.","Passed: New-ProjectTruthRegister.ps1 regenerated Phase 2 project truth; missing-compile-targets.csv, unincluded-source-files.csv, project-cleanup-backlog.csv, and phase-scoped equivalents are zero rows.","POST-BATCH-G-01A","2026-06-13T20:17:10.5956233-05:00","This is IDE/project-hygiene reconciliation, not live runtime script compile proof. Direct Scripts.csproj Debug/AnyCPU keeps the known standalone Server.csproj platform limitation; maintained ConficturaUO.sln Debug/Any CPU previously passed with warnings after IDEProjectHygiene repair."
"POST-BATCH-G","PBG-051","RB-00051","P10-F00051","P1","Ready","Project include drift","Magic:Jedi","","ActiveSourceMissingInclude; count=1; evidence=phase-02-unincluded-source-classified.csv","Build","Review active status and either add Compile Include entries or document intentional non-compiled status.","FixedProjectTruthDrift","ScriptsProjectTruth after POST-BATCH-G: project-truth-register.csv has 6581 Scripts.csproj compile includes, 6581 script source files, 0 missing compile targets, 0 unincluded source files, and 0 project cleanup backlog groups.","Reconciled the historical project include drift row to the already completed ScriptsProjectTruth and IDEProjectHygiene repairs; no source, project, runtime, namespace, serialization, XML, config, or file-location change was made in POST-BATCH-G.","Passed: New-ProjectTruthRegister.ps1 regenerated Phase 2 project truth; missing-compile-targets.csv, unincluded-source-files.csv, project-cleanup-backlog.csv, and phase-scoped equivalents are zero rows.","POST-BATCH-G-01A","2026-06-13T20:17:10.5956233-05:00","This is IDE/project-hygiene reconciliation, not live runtime script compile proof. Direct Scripts.csproj Debug/AnyCPU keeps the known standalone Server.csproj platform limitation; maintained ConficturaUO.sln Debug/Any CPU previously passed with warnings after IDEProjectHygiene repair."
"POST-BATCH-G","PBG-052","RB-00052","P10-F00052","P1","Ready","Project include drift","Magic:Holy Man","","ActiveSourceMissingInclude; count=1; evidence=phase-02-unincluded-source-classified.csv","Build","Review active status and either add Compile Include entries or document intentional non-compiled status.","FixedProjectTruthDrift","ScriptsProjectTruth after POST-BATCH-G: project-truth-register.csv has 6581 Scripts.csproj compile includes, 6581 script source files, 0 missing compile targets, 0 unincluded source files, and 0 project cleanup backlog groups.","Reconciled the historical project include drift row to the already completed ScriptsProjectTruth and IDEProjectHygiene repairs; no source, project, runtime, namespace, serialization, XML, config, or file-location change was made in POST-BATCH-G.","Passed: New-ProjectTruthRegister.ps1 regenerated Phase 2 project truth; missing-compile-targets.csv, unincluded-source-files.csv, project-cleanup-backlog.csv, and phase-scoped equivalents are zero rows.","POST-BATCH-G-01A","2026-06-13T20:17:10.5956233-05:00","This is IDE/project-hygiene reconciliation, not live runtime script compile proof. Direct Scripts.csproj Debug/AnyCPU keeps the known standalone Server.csproj platform limitation; maintained ConficturaUO.sln Debug/Any CPU previously passed with warnings after IDEProjectHygiene repair."
"POST-BATCH-G","PBG-053","RB-00053","P10-F00053","P1","Ready","Project include drift","Magic:Elementalism","","ActiveSourceMissingInclude; count=1; evidence=phase-02-unincluded-source-classified.csv","Build","Review active status and either add Compile Include entries or document intentional non-compiled status.","FixedProjectTruthDrift","ScriptsProjectTruth after POST-BATCH-G: project-truth-register.csv has 6581 Scripts.csproj compile includes, 6581 script source files, 0 missing compile targets, 0 unincluded source files, and 0 project cleanup backlog groups.","Reconciled the historical project include drift row to the already completed ScriptsProjectTruth and IDEProjectHygiene repairs; no source, project, runtime, namespace, serialization, XML, config, or file-location change was made in POST-BATCH-G.","Passed: New-ProjectTruthRegister.ps1 regenerated Phase 2 project truth; missing-compile-targets.csv, unincluded-source-files.csv, project-cleanup-backlog.csv, and phase-scoped equivalents are zero rows.","POST-BATCH-G-01A","2026-06-13T20:17:10.5956233-05:00","This is IDE/project-hygiene reconciliation, not live runtime script compile proof. Direct Scripts.csproj Debug/AnyCPU keeps the known standalone Server.csproj platform limitation; maintained ConficturaUO.sln Debug/Any CPU previously passed with warnings after IDEProjectHygiene repair."
"POST-BATCH-G","PBG-054","RB-00054","P10-F00054","P1","Ready","Project include drift","Magic:Bard","","ActiveSourceMissingInclude; count=1; evidence=phase-02-unincluded-source-classified.csv","Build","Review active status and either add Compile Include entries or document intentional non-compiled status.","FixedProjectTruthDrift","ScriptsProjectTruth after POST-BATCH-G: project-truth-register.csv has 6581 Scripts.csproj compile includes, 6581 script source files, 0 missing compile targets, 0 unincluded source files, and 0 project cleanup backlog groups.","Reconciled the historical project include drift row to the already completed ScriptsProjectTruth and IDEProjectHygiene repairs; no source, project, runtime, namespace, serialization, XML, config, or file-location change was made in POST-BATCH-G.","Passed: New-ProjectTruthRegister.ps1 regenerated Phase 2 project truth; missing-compile-targets.csv, unincluded-source-files.csv, project-cleanup-backlog.csv, and phase-scoped equivalents are zero rows.","POST-BATCH-G-01A","2026-06-13T20:17:10.5956233-05:00","This is IDE/project-hygiene reconciliation, not live runtime script compile proof. Direct Scripts.csproj Debug/AnyCPU keeps the known standalone Server.csproj platform limitation; maintained ConficturaUO.sln Debug/Any CPU previously passed with warnings after IDEProjectHygiene repair."
"POST-BATCH-G","PBG-055","RB-00055","P10-F00055","P1","Ready","Project include drift","Items:Trades","","ActiveSourceMissingInclude; count=1; evidence=phase-02-unincluded-source-classified.csv","Build","Review active status and either add Compile Include entries or document intentional non-compiled status.","FixedProjectTruthDrift","ScriptsProjectTruth after POST-BATCH-G: project-truth-register.csv has 6581 Scripts.csproj compile includes, 6581 script source files, 0 missing compile targets, 0 unincluded source files, and 0 project cleanup backlog groups.","Reconciled the historical project include drift row to the already completed ScriptsProjectTruth and IDEProjectHygiene repairs; no source, project, runtime, namespace, serialization, XML, config, or file-location change was made in POST-BATCH-G.","Passed: New-ProjectTruthRegister.ps1 regenerated Phase 2 project truth; missing-compile-targets.csv, unincluded-source-files.csv, project-cleanup-backlog.csv, and phase-scoped equivalents are zero rows.","POST-BATCH-G-01A","2026-06-13T20:17:10.5956233-05:00","This is IDE/project-hygiene reconciliation, not live runtime script compile proof. Direct Scripts.csproj Debug/AnyCPU keeps the known standalone Server.csproj platform limitation; maintained ConficturaUO.sln Debug/Any CPU previously passed with warnings after IDEProjectHygiene repair."
"POST-BATCH-G","PBG-056","RB-00056","P10-F00056","P1","Ready","Project include drift","Items:Special","","ActiveSourceMissingInclude; count=1; evidence=phase-02-unincluded-source-classified.csv","Build","Review active status and either add Compile Include entries or document intentional non-compiled status.","FixedProjectTruthDrift","ScriptsProjectTruth after POST-BATCH-G: project-truth-register.csv has 6581 Scripts.csproj compile includes, 6581 script source files, 0 missing compile targets, 0 unincluded source files, and 0 project cleanup backlog groups.","Reconciled the historical project include drift row to the already completed ScriptsProjectTruth and IDEProjectHygiene repairs; no source, project, runtime, namespace, serialization, XML, config, or file-location change was made in POST-BATCH-G.","Passed: New-ProjectTruthRegister.ps1 regenerated Phase 2 project truth; missing-compile-targets.csv, unincluded-source-files.csv, project-cleanup-backlog.csv, and phase-scoped equivalents are zero rows.","POST-BATCH-G-01A","2026-06-13T20:17:10.5956233-05:00","This is IDE/project-hygiene reconciliation, not live runtime script compile proof. Direct Scripts.csproj Debug/AnyCPU keeps the known standalone Server.csproj platform limitation; maintained ConficturaUO.sln Debug/Any CPU previously passed with warnings after IDEProjectHygiene repair."
"POST-BATCH-G","PBG-057","RB-00057","P10-F00057","P1","Ready","Project include drift","Items:Magical","","ActiveSourceMissingInclude; count=1; evidence=phase-02-unincluded-source-classified.csv","Build","Review active status and either add Compile Include entries or document intentional non-compiled status.","FixedProjectTruthDrift","ScriptsProjectTruth after POST-BATCH-G: project-truth-register.csv has 6581 Scripts.csproj compile includes, 6581 script source files, 0 missing compile targets, 0 unincluded source files, and 0 project cleanup backlog groups.","Reconciled the historical project include drift row to the already completed ScriptsProjectTruth and IDEProjectHygiene repairs; no source, project, runtime, namespace, serialization, XML, config, or file-location change was made in POST-BATCH-G.","Passed: New-ProjectTruthRegister.ps1 regenerated Phase 2 project truth; missing-compile-targets.csv, unincluded-source-files.csv, project-cleanup-backlog.csv, and phase-scoped equivalents are zero rows.","POST-BATCH-G-01A","2026-06-13T20:17:10.5956233-05:00","This is IDE/project-hygiene reconciliation, not live runtime script compile proof. Direct Scripts.csproj Debug/AnyCPU keeps the known standalone Server.csproj platform limitation; maintained ConficturaUO.sln Debug/Any CPU previously passed with warnings after IDEProjectHygiene repair."
"POST-BATCH-G","PBG-058","RB-00058","P10-F00058","P1","Ready","Project include drift","Items:Books","","ActiveSourceMissingInclude; count=1; evidence=phase-02-unincluded-source-classified.csv","Build","Review active status and either add Compile Include entries or document intentional non-compiled status.","FixedProjectTruthDrift","ScriptsProjectTruth after POST-BATCH-G: project-truth-register.csv has 6581 Scripts.csproj compile includes, 6581 script source files, 0 missing compile targets, 0 unincluded source files, and 0 project cleanup backlog groups.","Reconciled the historical project include drift row to the already completed ScriptsProjectTruth and IDEProjectHygiene repairs; no source, project, runtime, namespace, serialization, XML, config, or file-location change was made in POST-BATCH-G.","Passed: New-ProjectTruthRegister.ps1 regenerated Phase 2 project truth; missing-compile-targets.csv, unincluded-source-files.csv, project-cleanup-backlog.csv, and phase-scoped equivalents are zero rows.","POST-BATCH-G-01A","2026-06-13T20:17:10.5956233-05:00","This is IDE/project-hygiene reconciliation, not live runtime script compile proof. Direct Scripts.csproj Debug/AnyCPU keeps the known standalone Server.csproj platform limitation; maintained ConficturaUO.sln Debug/Any CPU previously passed with warnings after IDEProjectHygiene repair."
"POST-BATCH-G","PBG-059","RB-00059","P10-F00059","P1","Ready","Project include drift","Custom:PvPConsent","","ActiveSourceMissingInclude; count=1; evidence=phase-02-unincluded-source-classified.csv","Build","Review active status and either add Compile Include entries or document intentional non-compiled status.","FixedProjectTruthDrift","ScriptsProjectTruth after POST-BATCH-G: project-truth-register.csv has 6581 Scripts.csproj compile includes, 6581 script source files, 0 missing compile targets, 0 unincluded source files, and 0 project cleanup backlog groups.","Reconciled the historical project include drift row to the already completed ScriptsProjectTruth and IDEProjectHygiene repairs; no source, project, runtime, namespace, serialization, XML, config, or file-location change was made in POST-BATCH-G.","Passed: New-ProjectTruthRegister.ps1 regenerated Phase 2 project truth; missing-compile-targets.csv, unincluded-source-files.csv, project-cleanup-backlog.csv, and phase-scoped equivalents are zero rows.","POST-BATCH-G-01A","2026-06-13T20:17:10.5956233-05:00","This is IDE/project-hygiene reconciliation, not live runtime script compile proof. Direct Scripts.csproj Debug/AnyCPU keeps the known standalone Server.csproj platform limitation; maintained ConficturaUO.sln Debug/Any CPU previously passed with warnings after IDEProjectHygiene repair."
"POST-BATCH-G","PBG-060","RB-00060","P10-F00060","P1","Ready","Project include drift","Magic:Mystic","","ActiveSourceMissingInclude; count=1; evidence=phase-02-unincluded-source-classified.csv","Build","Review active status and either add Compile Include entries or document intentional non-compiled status.","FixedProjectTruthDrift","ScriptsProjectTruth after POST-BATCH-G: project-truth-register.csv has 6581 Scripts.csproj compile includes, 6581 script source files, 0 missing compile targets, 0 unincluded source files, and 0 project cleanup backlog groups.","Reconciled the historical project include drift row to the already completed ScriptsProjectTruth and IDEProjectHygiene repairs; no source, project, runtime, namespace, serialization, XML, config, or file-location change was made in POST-BATCH-G.","Passed: New-ProjectTruthRegister.ps1 regenerated Phase 2 project truth; missing-compile-targets.csv, unincluded-source-files.csv, project-cleanup-backlog.csv, and phase-scoped equivalents are zero rows.","POST-BATCH-G-01A","2026-06-13T20:17:10.5956233-05:00","This is IDE/project-hygiene reconciliation, not live runtime script compile proof. Direct Scripts.csproj Debug/AnyCPU keeps the known standalone Server.csproj platform limitation; maintained ConficturaUO.sln Debug/Any CPU previously passed with warnings after IDEProjectHygiene repair."
"POST-BATCH-G","PBG-061","RB-00061","P10-F00061","P1","Ready","Project include drift","Trades:Guild","","ActiveSourceMissingInclude; count=1; evidence=phase-02-unincluded-source-classified.csv","Build","Review active status and either add Compile Include entries or document intentional non-compiled status.","FixedProjectTruthDrift","ScriptsProjectTruth after POST-BATCH-G: project-truth-register.csv has 6581 Scripts.csproj compile includes, 6581 script source files, 0 missing compile targets, 0 unincluded source files, and 0 project cleanup backlog groups.","Reconciled the historical project include drift row to the already completed ScriptsProjectTruth and IDEProjectHygiene repairs; no source, project, runtime, namespace, serialization, XML, config, or file-location change was made in POST-BATCH-G.","Passed: New-ProjectTruthRegister.ps1 regenerated Phase 2 project truth; missing-compile-targets.csv, unincluded-source-files.csv, project-cleanup-backlog.csv, and phase-scoped equivalents are zero rows.","POST-BATCH-G-01A","2026-06-13T20:17:10.5956233-05:00","This is IDE/project-hygiene reconciliation, not live runtime script compile proof. Direct Scripts.csproj Debug/AnyCPU keeps the known standalone Server.csproj platform limitation; maintained ConficturaUO.sln Debug/Any CPU previously passed with warnings after IDEProjectHygiene repair."
