"Id","Priority","Status","Category","DriftClass","System","Count","Evidence","Risk","RecommendedFix","Verification","Notes"
"PT-001","P0","Open","MissingCompileTarget","MovedGumpFolder","Custom:XMLSpawner","20","phase-02-missing-compile-targets-classified.csv","Build may fail or stale project paths may hide moved or removed source files.","Review each include in the group, then remove stale entries or correct paths in a focused Scripts.csproj batch.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU.",""
"PT-002","P0","Open","MissingCompileTarget","MovedGumpFolder","Trades:Bulk Orders","7","phase-02-missing-compile-targets-classified.csv","Build may fail or stale project paths may hide moved or removed source files.","Review each include in the group, then remove stale entries or correct paths in a focused Scripts.csproj batch.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU.",""
"PT-003","P0","Open","MissingCompileTarget","MovedGumpFolder","Items:Houses","7","phase-02-missing-compile-targets-classified.csv","Build may fail or stale project paths may hide moved or removed source files.","Review each include in the group, then remove stale entries or correct paths in a focused Scripts.csproj batch.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU.",""
"PT-004","P0","Open","MissingCompileTarget","MovedGumpFolder","Items:Misc","5","phase-02-missing-compile-targets-classified.csv","Build may fail or stale project paths may hide moved or removed source files.","Review each include in the group, then remove stale entries or correct paths in a focused Scripts.csproj batch.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU.",""
"PT-005","P0","Open","MissingCompileTarget","MovedGumpFolder","System:Help","5","phase-02-missing-compile-targets-classified.csv","Build may fail or stale project paths may hide moved or removed source files.","Review each include in the group, then remove stale entries or correct paths in a focused Scripts.csproj batch.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU.",""
"PT-006","P0","Open","MissingCompileTarget","MovedGumpFolder","System:Commands","5","phase-02-missing-compile-targets-classified.csv","Build may fail or stale project paths may hide moved or removed source files.","Review each include in the group, then remove stale entries or correct paths in a focused Scripts.csproj batch.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU.",""
"PT-007","P0","Open","MissingCompileTarget","MovedGumpFolder","Trades:Gardening","4","phase-02-missing-compile-targets-classified.csv","Build may fail or stale project paths may hide moved or removed source files.","Review each include in the group, then remove stale entries or correct paths in a focused Scripts.csproj batch.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU.",""
"PT-008","P0","Open","MissingCompileTarget","MovedGumpFolder","Trades:Core","3","phase-02-missing-compile-targets-classified.csv","Build may fail or stale project paths may hide moved or removed source files.","Review each include in the group, then remove stale entries or correct paths in a focused Scripts.csproj batch.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU.",""
"PT-009","P0","Open","MissingCompileTarget","MovedGumpFolder","Items:Boats","3","phase-02-missing-compile-targets-classified.csv","Build may fail or stale project paths may hide moved or removed source files.","Review each include in the group, then remove stale entries or correct paths in a focused Scripts.csproj batch.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU.",""
"PT-010","P0","Open","MissingCompileTarget","MovedGumpFolder","Items:Gifts","3","phase-02-missing-compile-targets-classified.csv","Build may fail or stale project paths may hide moved or removed source files.","Review each include in the group, then remove stale entries or correct paths in a focused Scripts.csproj batch.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU.",""
"PT-011","P0","Open","MissingCompileTarget","MovedGumpFolder","Custom:Vhaerun's CRL Homestead System [2.0]","2","phase-02-missing-compile-targets-classified.csv","Build may fail or stale project paths may hide moved or removed source files.","Review each include in the group, then remove stale entries or correct paths in a focused Scripts.csproj batch.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU.",""
"PT-012","P0","Open","MissingCompileTarget","MovedGumpFolder","Custom:Government System","1","phase-02-missing-compile-targets-classified.csv","Build may fail or stale project paths may hide moved or removed source files.","Review each include in the group, then remove stale entries or correct paths in a focused Scripts.csproj batch.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU.",""
"PT-013","P0","Open","MissingCompileTarget","MovedGumpFolder","Quests:Museum","1","phase-02-missing-compile-targets-classified.csv","Build may fail or stale project paths may hide moved or removed source files.","Review each include in the group, then remove stale entries or correct paths in a focused Scripts.csproj batch.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU.",""
"PT-014","P0","Open","MissingCompileTarget","MovedGumpFolder","Trades:Apiculture","1","phase-02-missing-compile-targets-classified.csv","Build may fail or stale project paths may hide moved or removed source files.","Review each include in the group, then remove stale entries or correct paths in a focused Scripts.csproj batch.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU.",""
"PT-015","P0","Open","MissingCompileTarget","MovedGumpFolder","Quests:Epic","1","phase-02-missing-compile-targets-classified.csv","Build may fail or stale project paths may hide moved or removed source files.","Review each include in the group, then remove stale entries or correct paths in a focused Scripts.csproj batch.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU.",""
"PT-016","P0","Open","MissingCompileTarget","MovedGumpFolder","System:Skills","1","phase-02-missing-compile-targets-classified.csv","Build may fail or stale project paths may hide moved or removed source files.","Review each include in the group, then remove stale entries or correct paths in a focused Scripts.csproj batch.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU.",""
"PT-017","P0","Open","MissingCompileTarget","MovedGumpFolder","Magic:Syth","1","phase-02-missing-compile-targets-classified.csv","Build may fail or stale project paths may hide moved or removed source files.","Review each include in the group, then remove stale entries or correct paths in a focused Scripts.csproj batch.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU.",""
"PT-018","P0","Open","MissingCompileTarget","MovedGumpFolder","Magic:Holy Man","1","phase-02-missing-compile-targets-classified.csv","Build may fail or stale project paths may hide moved or removed source files.","Review each include in the group, then remove stale entries or correct paths in a focused Scripts.csproj batch.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU.",""
"PT-019","P0","Open","MissingCompileTarget","MovedGumpFolder","Magic:Mystic","1","phase-02-missing-compile-targets-classified.csv","Build may fail or stale project paths may hide moved or removed source files.","Review each include in the group, then remove stale entries or correct paths in a focused Scripts.csproj batch.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU.",""
"PT-020","P0","Open","MissingCompileTarget","MovedGumpFolder","Magic:Jedi","1","phase-02-missing-compile-targets-classified.csv","Build may fail or stale project paths may hide moved or removed source files.","Review each include in the group, then remove stale entries or correct paths in a focused Scripts.csproj batch.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU.",""
"PT-021","P0","Open","MissingCompileTarget","MovedGumpFolder","Magic:Elementalism","1","phase-02-missing-compile-targets-classified.csv","Build may fail or stale project paths may hide moved or removed source files.","Review each include in the group, then remove stale entries or correct paths in a focused Scripts.csproj batch.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU.",""
"PT-022","P0","Open","MissingCompileTarget","MovedGumpFolder","Magic:Death Knight","1","phase-02-missing-compile-targets-classified.csv","Build may fail or stale project paths may hide moved or removed source files.","Review each include in the group, then remove stale entries or correct paths in a focused Scripts.csproj batch.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU.",""
"PT-023","P0","Open","MissingCompileTarget","MovedGumpFolder","Magic:Bard","1","phase-02-missing-compile-targets-classified.csv","Build may fail or stale project paths may hide moved or removed source files.","Review each include in the group, then remove stale entries or correct paths in a focused Scripts.csproj batch.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU.",""
"PT-024","P0","Open","MissingCompileTarget","MovedGumpFolder","Items:Special","1","phase-02-missing-compile-targets-classified.csv","Build may fail or stale project paths may hide moved or removed source files.","Review each include in the group, then remove stale entries or correct paths in a focused Scripts.csproj batch.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU.",""
"PT-025","P0","Open","MissingCompileTarget","MovedGumpFolder","Items:Magical","1","phase-02-missing-compile-targets-classified.csv","Build may fail or stale project paths may hide moved or removed source files.","Review each include in the group, then remove stale entries or correct paths in a focused Scripts.csproj batch.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU.",""
"PT-026","P0","Open","MissingCompileTarget","MovedGumpFolder","Items:Books","1","phase-02-missing-compile-targets-classified.csv","Build may fail or stale project paths may hide moved or removed source files.","Review each include in the group, then remove stale entries or correct paths in a focused Scripts.csproj batch.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU.",""
"PT-027","P0","Open","MissingCompileTarget","MovedGumpFolder","Custom:PvPConsent","1","phase-02-missing-compile-targets-classified.csv","Build may fail or stale project paths may hide moved or removed source files.","Review each include in the group, then remove stale entries or correct paths in a focused Scripts.csproj batch.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU.",""
"PT-028","P0","Open","MissingCompileTarget","MovedGumpFolder","Magic:Research","1","phase-02-missing-compile-targets-classified.csv","Build may fail or stale project paths may hide moved or removed source files.","Review each include in the group, then remove stale entries or correct paths in a focused Scripts.csproj batch.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU.",""
"PT-029","P0","Open","MissingCompileTarget","MovedGumpFolder","Trades:Guild","1","phase-02-missing-compile-targets-classified.csv","Build may fail or stale project paths may hide moved or removed source files.","Review each include in the group, then remove stale entries or correct paths in a focused Scripts.csproj batch.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU.",""
"PT-030","P1","Open","UnincludedSource","ActiveSourceMissingInclude","Custom:XMLSpawner","20","phase-02-unincluded-source-classified.csv","Active source can be silently absent from the maintained Scripts build.","Review active status and either add Compile Include entries or document intentional non-compiled status.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU if project includes change.",""
"PT-031","P1","Open","UnincludedSource","ActiveSourceMissingInclude","Items:Houses","7","phase-02-unincluded-source-classified.csv","Active source can be silently absent from the maintained Scripts build.","Review active status and either add Compile Include entries or document intentional non-compiled status.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU if project includes change.",""
"PT-032","P1","Open","UnincludedSource","ActiveSourceMissingInclude","Trades:Bulk Orders","7","phase-02-unincluded-source-classified.csv","Active source can be silently absent from the maintained Scripts build.","Review active status and either add Compile Include entries or document intentional non-compiled status.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU if project includes change.",""
"PT-033","P1","Open","UnincludedSource","ActiveSourceMissingInclude","Custom:CloneOfflinePlayerCharacters","6","phase-02-unincluded-source-classified.csv","Active source can be silently absent from the maintained Scripts build.","Review active status and either add Compile Include entries or document intentional non-compiled status.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU if project includes change.",""
"PT-034","P1","Open","UnincludedSource","ActiveSourceMissingInclude","Items:Misc","5","phase-02-unincluded-source-classified.csv","Active source can be silently absent from the maintained Scripts build.","Review active status and either add Compile Include entries or document intentional non-compiled status.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU if project includes change.",""
"PT-035","P1","Open","UnincludedSource","ActiveSourceMissingInclude","System:Help","5","phase-02-unincluded-source-classified.csv","Active source can be silently absent from the maintained Scripts build.","Review active status and either add Compile Include entries or document intentional non-compiled status.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU if project includes change.",""
"PT-036","P1","Open","UnincludedSource","ActiveSourceMissingInclude","System:Commands","5","phase-02-unincluded-source-classified.csv","Active source can be silently absent from the maintained Scripts build.","Review active status and either add Compile Include entries or document intentional non-compiled status.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU if project includes change.",""
"PT-037","P1","Open","UnincludedSource","ActiveSourceMissingInclude","Trades:Gardening","4","phase-02-unincluded-source-classified.csv","Active source can be silently absent from the maintained Scripts build.","Review active status and either add Compile Include entries or document intentional non-compiled status.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU if project includes change.",""
"PT-038","P1","Open","UnincludedSource","ActiveSourceMissingInclude","Custom:Government System","3","phase-02-unincluded-source-classified.csv","Active source can be silently absent from the maintained Scripts build.","Review active status and either add Compile Include entries or document intentional non-compiled status.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU if project includes change.",""
"PT-039","P1","Open","UnincludedSource","ActiveSourceMissingInclude","Trades:Core","3","phase-02-unincluded-source-classified.csv","Active source can be silently absent from the maintained Scripts build.","Review active status and either add Compile Include entries or document intentional non-compiled status.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU if project includes change.",""
"PT-040","P1","Open","UnincludedSource","ActiveSourceMissingInclude","Items:Boats","3","phase-02-unincluded-source-classified.csv","Active source can be silently absent from the maintained Scripts build.","Review active status and either add Compile Include entries or document intentional non-compiled status.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU if project includes change.",""
"PT-041","P1","Open","UnincludedSource","ActiveSourceMissingInclude","Items:Gifts","3","phase-02-unincluded-source-classified.csv","Active source can be silently absent from the maintained Scripts build.","Review active status and either add Compile Include entries or document intentional non-compiled status.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU if project includes change.",""
"PT-042","P1","Open","UnincludedSource","ActiveSourceMissingInclude","Custom:Vhaerun's CRL Homestead System [2.0]","2","phase-02-unincluded-source-classified.csv","Active source can be silently absent from the maintained Scripts build.","Review active status and either add Compile Include entries or document intentional non-compiled status.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU if project includes change.",""
"PT-043","P1","Open","UnincludedSource","ActiveSourceMissingInclude","Quests:Epic","1","phase-02-unincluded-source-classified.csv","Active source can be silently absent from the maintained Scripts build.","Review active status and either add Compile Include entries or document intentional non-compiled status.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU if project includes change.",""
"PT-044","P1","Open","UnincludedSource","ActiveSourceMissingInclude","Quests:Museum","1","phase-02-unincluded-source-classified.csv","Active source can be silently absent from the maintained Scripts build.","Review active status and either add Compile Include entries or document intentional non-compiled status.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU if project includes change.",""
"PT-045","P2","Open","UnincludedSource","ActiveSourceMissingInclude","Custom:AIOverhaul","1","phase-02-unincluded-source-classified.csv","Active source can be silently absent from the maintained Scripts build.","Review active status and either add Compile Include entries or document intentional non-compiled status.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU if project includes change.",""
"PT-046","P1","Open","UnincludedSource","ActiveSourceMissingInclude","Trades:Apiculture","1","phase-02-unincluded-source-classified.csv","Active source can be silently absent from the maintained Scripts build.","Review active status and either add Compile Include entries or document intentional non-compiled status.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU if project includes change.",""
"PT-047","P1","Open","UnincludedSource","ActiveSourceMissingInclude","Magic:Syth","1","phase-02-unincluded-source-classified.csv","Active source can be silently absent from the maintained Scripts build.","Review active status and either add Compile Include entries or document intentional non-compiled status.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU if project includes change.",""
"PT-048","P1","Open","UnincludedSource","ActiveSourceMissingInclude","System:Skills","1","phase-02-unincluded-source-classified.csv","Active source can be silently absent from the maintained Scripts build.","Review active status and either add Compile Include entries or document intentional non-compiled status.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU if project includes change.",""
"PT-049","P1","Open","UnincludedSource","ActiveSourceMissingInclude","Magic:Research","1","phase-02-unincluded-source-classified.csv","Active source can be silently absent from the maintained Scripts build.","Review active status and either add Compile Include entries or document intentional non-compiled status.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU if project includes change.",""
"PT-050","P1","Open","UnincludedSource","ActiveSourceMissingInclude","Magic:Death Knight","1","phase-02-unincluded-source-classified.csv","Active source can be silently absent from the maintained Scripts build.","Review active status and either add Compile Include entries or document intentional non-compiled status.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU if project includes change.",""
"PT-051","P1","Open","UnincludedSource","ActiveSourceMissingInclude","Magic:Jedi","1","phase-02-unincluded-source-classified.csv","Active source can be silently absent from the maintained Scripts build.","Review active status and either add Compile Include entries or document intentional non-compiled status.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU if project includes change.",""
"PT-052","P1","Open","UnincludedSource","ActiveSourceMissingInclude","Magic:Holy Man","1","phase-02-unincluded-source-classified.csv","Active source can be silently absent from the maintained Scripts build.","Review active status and either add Compile Include entries or document intentional non-compiled status.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU if project includes change.",""
"PT-053","P1","Open","UnincludedSource","ActiveSourceMissingInclude","Magic:Elementalism","1","phase-02-unincluded-source-classified.csv","Active source can be silently absent from the maintained Scripts build.","Review active status and either add Compile Include entries or document intentional non-compiled status.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU if project includes change.",""
"PT-054","P1","Open","UnincludedSource","ActiveSourceMissingInclude","Magic:Bard","1","phase-02-unincluded-source-classified.csv","Active source can be silently absent from the maintained Scripts build.","Review active status and either add Compile Include entries or document intentional non-compiled status.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU if project includes change.",""
"PT-055","P1","Open","UnincludedSource","ActiveSourceMissingInclude","Items:Trades","1","phase-02-unincluded-source-classified.csv","Active source can be silently absent from the maintained Scripts build.","Review active status and either add Compile Include entries or document intentional non-compiled status.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU if project includes change.",""
"PT-056","P1","Open","UnincludedSource","ActiveSourceMissingInclude","Items:Special","1","phase-02-unincluded-source-classified.csv","Active source can be silently absent from the maintained Scripts build.","Review active status and either add Compile Include entries or document intentional non-compiled status.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU if project includes change.",""
"PT-057","P1","Open","UnincludedSource","ActiveSourceMissingInclude","Items:Magical","1","phase-02-unincluded-source-classified.csv","Active source can be silently absent from the maintained Scripts build.","Review active status and either add Compile Include entries or document intentional non-compiled status.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU if project includes change.",""
"PT-058","P1","Open","UnincludedSource","ActiveSourceMissingInclude","Items:Books","1","phase-02-unincluded-source-classified.csv","Active source can be silently absent from the maintained Scripts build.","Review active status and either add Compile Include entries or document intentional non-compiled status.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU if project includes change.",""
"PT-059","P1","Open","UnincludedSource","ActiveSourceMissingInclude","Custom:PvPConsent","1","phase-02-unincluded-source-classified.csv","Active source can be silently absent from the maintained Scripts build.","Review active status and either add Compile Include entries or document intentional non-compiled status.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU if project includes change.",""
"PT-060","P1","Open","UnincludedSource","ActiveSourceMissingInclude","Magic:Mystic","1","phase-02-unincluded-source-classified.csv","Active source can be silently absent from the maintained Scripts build.","Review active status and either add Compile Include entries or document intentional non-compiled status.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU if project includes change.",""
"PT-061","P1","Open","UnincludedSource","ActiveSourceMissingInclude","Trades:Guild","1","phase-02-unincluded-source-classified.csv","Active source can be silently absent from the maintained Scripts build.","Review active status and either add Compile Include entries or document intentional non-compiled status.","Re-run New-ProjectTruthRegister.ps1; run MSBuild Data/Scripts/Scripts.csproj Debug|AnyCPU if project includes change.",""
